id,words,answer
197984,"['electron', 'dipole', 'moment', 'particle', 'three', u'time', 'ten', 'negative', '26th', 'would', 'violate', 'cptsymmetry', 'nonzero']",Neutron
197989,"['structure', u'doe', 'function', 'correctly', 'stargardt', 'disease', 'certain', u'cell', u'capillary', 'structure', 'cause', 'scheerers', 'phenomenon']",Retina
197992,"['garnierite', 'common', 'rock', 'containing', 'element', 'technique', 'extracting', 'involves', 'reacting', u'element', 'oxide', 'mixture', 'carbon', 'monoxide', 'hydrogen', 'gas', 'form', 'tetracarbonyl']",Nickel
198011,"['blas', 'cabrera', 'may', 'detected', 'one', u'particle', 'february', '1982', u'result', 'never', 'duplicated', 'spin', 'ice', 'similar', 'one']",Magnetic monopole
198016,"['process', 'terminated', 'palindromic', 'gc', 'rich', 'hairpin', 'loop', 'protein', 'factor', 'designated', 'rho', 'bacteria', 'process', 'initiated', 'sigma', 'factor', u'eukaryote', 'generally', u'begin', 'tfiid', u'bind', 'tata', 'box']",Transcription (genetics)
198020,"['bertrands', 'postulate', u'claim', 'always', 'prime', 'positive', 'integer', 'number', u'time', 'integer']",2 (number)
198022,"['man', u'wa', 'first', 'formulate', 'concept', 'halflife', 'also', 'coined', u'term', 'alpha', 'beta', 'gamma', u'ray', 'describe', u'type', 'radiation', 'given', 'thorium', 'radium']",Ernest Rutherford
198025,"['johann', 'lowitz', 'first', 'obtained', 'pure', 'type', 'compound', 'filtering', 'distilled', 'form', 'activated', 'charcoal']",Ethanol
198037,"['combining', 'one', u'compound', 'reducing', 'sugar', 'used', 'produce', 'different', u'flavor', 'maillard', 'reaction', 'reacting', 'aldehyde', 'potassium', 'cyanide', 'ammonia', 'involved', 'strecker', 'synthesis', u'molecule']",Amino acid
198052,"['process', 'follows', 'langevin', 'equation', 'evaluated', 'using', 'fokkerplanck', 'equation']",Brownian motion
198054,"['kernel', 'linear', 'transformation', 'set', u'vector', 'v', 'sends', 'v', 'value']",0 (number)
198060,"['morrison', 'formation', 'composed', 'sedimentary', 'rock', 'period', 'named', 'mountain', 'range', 'swissfrench', 'border']",Jurassic
198061,"[u'protrusion', 'substance', 'spine', 'called', 'schmorls', u'node', 'tietze', 'syndrome', 'occurs', 'inflammed']",Cartilage
198068,"['one', 'theorem', u'state', 'quantity', 'respect', 'line', 'normal', 'given', 'plane', 'equal', 'sum', 'respect', 'two', 'perpendicular', u'line', 'plane']",Moment of inertia
198071,"['one', u'man', u'result', 'generalization', u'gauss', 'eureka', 'theorem', 'proved', 'every', 'integer', 'written', 'sum', 'three', 'triangular', u'number']",Pierre de Fermat
198074,"[u'category', u'item', 'created', u'event', 'include', 'lapilli', u'bomb', 'generally', 'referred', 'tephra']",Types of volcanic eruptions
198081,"['compound', 'catalyzes', 'reaction', 'table', 'salt', 'carbon', 'dioxide', 'water', 'solvay', 'process', 'tollens', 'reagent', 'composed', 'aqueous', 'solution', 'compound', 'silver', 'nitrate']",Ammonia
198088,"[u'member', 'phylum', u'posse', 'pincerlike', 'pedicellariae', u'specie', 'also', u'posse', 'madreporite', 'plate', 'ring', 'canal']",Echinoderm
198092,"['magnetic', 'analogue', 'phenomenon', u'ha', 'recently', 'discovered', 'oliveira', 'rand']",Photoelectric effect
198100,"['celestial', 'object', 'largest', 'namesake', 'class', u'body', '23', 'mean', 'motion', 'resonance', 'certain', 'larger', 'body']",Pluto
198105,"[u'muslim', 'fast', 'many', u'day', 'month', 'shawwal', 'number', u'order', 'misnah']",6 (number)
102616,"['one', 'particle', 'involved', 'interaction', 'comprises', 'socalled', 'neutral', u'current', 'first', 'observed', 'cern', '1973']",Weak interaction
198117,"['sum', 'first', 'n', u'square', u'number', 'product', 'two', 'consecutive', u'one', 'generating', 'function', u'number', 'x', 'quantity', 'one', 'minus', 'x', 'minus', 'xsquared']",Fibonacci number
198124,"['magnetic', 'moment', 'charged', 'particle', 'equal', 'quantity', u'time', 'gfactor', u'time', 'charge', 'divided', 'two', u'time', 'mass']",Spin (physics)
198130,"['synaptonemal', 'complex', 'disassembles', 'diplotene', 'stage', 'process', 'pachytene', 'stage', u'see', 'formation', u'chiasma']",Meiosis
198147,"['vant', 'hoff', 'equation', 'applies', 'concept', 'thermodynamics', 'explains', 'raising', 'temperature', 'reduce', 'amount', 'product', 'haber', 'process']",Le Chatelier's principle
198152,"['ancient', u'egyptian', 'based', 'calendar', 'heliacal', 'rising', 'body', u'wa', 'known', 'sothis']",Sirius
198163,"['air', 'equal', 'square', 'root', 'adiabatic', 'index', u'time', 'gas', 'law', 'constant', u'time', 'temperature', 'divided', 'molar', 'mass', 'prandtl', 'glauert', 'suggested', 'approaching', 'quantity', 'would', 'lead', 'infinite', 'pressure']",Speed of sound
198169,"['compound', 'reacts', 'sodium', 'chloride', 'mannheim', 'process', 'substance', 'used', 'beckmann', 'rearrangement', 'produce', 'caprolactam', 'precursor', 'nylon', '6']",Sulfuric acid
198173,"[u'generalization', 'problem', 'include', 'hadwiger', 'conjecture', 'apollonian', u'network', 'unique', 'solution', 'problem']",Four color theorem
100026,"['1982', 'nfc', 'championship', 'game', 'dwight', 'clark', 'caught', 'catch', 'third', 'many', u'yard', '1988', 'afc', 'championship', 'game', 'earnest', 'byner', 'cleveland', u'brown', 'fumbled', 'yard', 'line']",3
198366,"['prolonged', 'form', 'process', 'preceded', 'elevation', 'respiratory', 'quotient', 'one', u'result', 'increased', 'carbohydrate', 'burning']",Sleep
206283,"['hydrogen', 'reacting', 'thiol', 'ketone', 'element', 'used', 'reduce', 'thioacetal', 'alkane', 'mozingo', 'reaction']",Nickel
198453,"['inconsistency', 'newtonian', 'restitution', 'common', 'model', 'phenomenon', u'wa', 'known', 'painleve', 'pawnluhveh', 'paradox']",Friction
198463,"['chemical', 'functional', 'group', 'combined', 'carboxylic', 'acid', 'fischer', 'esterification']",Alcohol
198473,"['one', 'impact', u'crater', 'object', 'named', 'guabonito', 'located', 'shangrila', 'region', 'near', 'xanadu']",Titan (moon)
198479,"['development', 'electrically', 'conducting', 'form', u'substance', 'won', 'nobel', 'prize', '2000', 'alan', 'macdiarmid', u'associate']",Polymer
198489,"['one', 'method', 'measure', 'quantity', 'using', 'two', 'different', u'meter', 'known', 'fourterminal', 'sensing']",Electrical resistance
198490,"['coming', '100', u'year', 'maunder', 'minimum', '1795', '1820', 'period', 'low', 'solar', 'activity', u'wa', 'named', 'man']",John Dalton
198520,"['process', 'stopped', 'alphaamanitin', 'toxin', 'found', u'mushroom']",Transcription (genetics)
198526,"['velocity', 'process', 'related', u'gradient', 'chemical', 'potential', 'log', 'activity', 'maxwellstefan', 'model']",Diffusion
198528,"['organ', u'convert', u'triglyceride', 'tryglisuhrides', u'cholesterol', 'lowdensity', u'lipoprotein', u'produce', 'watersoluble', u'protein', 'found', 'blood', 'plasma', 'known', u'albumin']",Liver
198536,"['using', 'xray', u'telescope', 'suzaku', 'xmmnewton', u'scientist', '2012', 'detected', 'quasiperiodic', 'oscillation', 'associated', 'increase', 'mass', 'one', u'object']",Black hole
198538,"['louis', 'pasteur', 'studied', 'impact', 'phenomenon', 'polarized', 'light', 'using', 'tartrate', u'crystal']",Isomer
198558,"[u'fluid', 'quantity', 'considered', 'equivalent', 'energy', 'per', 'volume']",Pressure
198562,"['quantity', 'expressed', 'gellmannnishijima', 'formula', u'term', 'baryon', 'number', 'strangeness', 'isospin']",Electric charge
198566,"['person', 'developed', 'theorem', 'named', 'hendrika', 'johanna', 'van', 'leeuwen', 'stating', 'magnetism', 'cannot', 'explained', 'classical', 'statistical', u'physic']",Niels Bohr
198576,"['recent', u'finding', 'young', u'version', u'glitch', u'ha', 'led', u'hypothesis', 'surface', u'quake', 'superfluid', 'interior', 'interacts', 'crust']",Pulsar
198580,"['isolation', 'element', u'wa', 'cheapened', 'significantly', 'henri', 'deville', 'used', 'sodium', 'instead', 'potassium', 'used', 'friedrich', 'wohler', 'vohlur']",Aluminium
198590,"['form', 'process', 'used', 'biological', u'laboratory', 'determine', 'concentration', 'virus', 'bacterium', 'known', 'elisa', 'edta', 'complexometric', 'form', 'procedure', 'determining', 'concentration', 'metal', u'ion', 'solution']",Titration
198610,"['selective', 'version', 'process', 'used', 'produce', 'semiconducting', 'thin', u'film']",Sublimation (phase transition)
198613,"['beginning', 'process', 'sharp', 'separation', 'ran', 'guanosine', 'gwanohseen', 'triphosphate', 'tryfahsfayt', 'ran', 'guanosine', 'diphosphate']",Prophase
198614,"['region', 'atmosphere', 'contains', 'nacreous', 'naykreeus', u'cloud', 'typically', 'near', u'pole', 'cold', u'season']",Stratosphere
198618,"['theorem', 'named', 'mathematician', u'state', 'cardinality', 'power', 'set', 'greater', 'cardinality', 'original', 'set']",Georg Cantor
198620,"['meson', u'wa', 'originally', 'proposed', 'particle', 'mediates', u'interaction', 'two', u'particle']",Proton
198633,"['organelle', 'contains', 'ferredoxinthioredoxin', 'reductase', 'ironsulfur', 'enzyme', u'increase', 'electron', 'transfer']",Chloroplast
198639,"['dayton', u'miller', 'attempt', 'recreate', 'experiment', u'wa', 'unsuccessful', 'possibly', 'control', 'temperature', u'gradient']",Michelson-Morley experiment
198649,"['equation', 'named', 'scientist', u'ha', 'modified', 'account', 'temperature', 'dependence', 'liquid', 'viscosity', 'though', 'rule', 'seems', 'break', 'glassforming', u'material']",Svante Arrhenius
198656,"['geometric', 'type', 'kind', 'function', u'wa', 'originally', 'developed', 'computer', 'vision', 'used', 'among', u'application', 'fingerprint', 'recognition']",Hash function
198679,"['current', 'research', 'attempting', 'determine', 'whether', 'doublebeta', 'decay', 'occur', 'without', 'creating', 'particle', 'would', 'mean', u'antiparticle']",Neutrino
198696,"['theorem', 'named', 'person', 'andrey', 'markov', 'markawf', 'assumes', 'normally', 'distributed', u'error', 'prove', 'validity', 'method', 'least', u'square', 'linear', 'regression']",Carl Friedrich Gauss
198698,"['venus', 'region', 'constantly', u'heat', 'except', u'period', 'every', 'hundred', 'million', u'year', 'release', 'heat']",Mantle (geology)
198699,"['insulted', 'privy', 'council', 'person', 'supposedly', 'refused', 'wear', 'set', 'clothes', 'could', 'wear', 'dismembering', 'british', 'empire']",Benjamin Franklin
198706,"['concept', 'central', 'interpretation', u'statistic', 'becomes', 'necessary', u'situation', 'natural', 'probability', 'exactly', 'calculated', 'based', 'setup', 'problem']",Frequency
198709,"['quantity', 'varies', 'inversely', u'particle', 'compton', 'wavelength']",Mass
198714,"['theorem', u'shape', 'named', 'descartes', 'used', 'generate', 'inner', 'outer', 'soddy', u'one']",Circle
198724,"['surface', 'type', 'process', 'happen', 'encapsulated', 'bacteria', 'attached', 'blood', 'vessel']",Phagocytosis
198732,"['one', 'stellar', u'object', 'called', 'trifid', 'different', u'region', 'include', 'emission', 'reflection', 'dark', u'type']",Nebula
198739,"['element', 'used', 'alloy', 'potassium', 'liquid', 'metal', 'cooling', 'submarine', 'nuclear', u'reactor']",Sodium
198744,"['fluid', 'quantity', u'equal', 'opposite', 'pressure', 'gradient', 'divided', 'volume', 'one', 'unit', 'poundal']",Force
198746,"['attempt', 'using', 'hubble', 'telescope', 'find', u'ring', 'around', 'object', 'led', 'new', 'discovery', u'moon', 'orbiting', '2011', '2012']",Pluto
207892,"['methane', 'used', 'scavenger', 'fluorine', u'atom', 'type', 'molecular', 'laser', 'separation', 'named', u'entity']",Isotope
205208,"[u'crystal', 'periodically', 'varying', 'dielectric', 'constant', 'engineered', 'band', 'gap', 'restricting', 'propagation', u'particle']",Photon
100611,"['one', 'first', u'time', u'wa', 'suggested', u'wa', '16year', 'old', 'named', 'keith', u'wa', 'proved', 'wrong', 'digging', 'dead', 'cat']",Lupus nephritis
100686,"[u'ha', 'used', 'explain', 'case', 'diastrophic', 'displasia', 'finland', 'well', 'deafness', u'family', 'living', 'marthas', 'vineyard']",Founder effect
100697,"['one', u'inventor', 'would', 'cofound', 'igfarben', 'would', 'help', 'develop', 'zyklon', 'b']",Haber process
100701,"['patron', u'institution', 'quiz', 'bowl', 'team', 'famously', 'said', 'quizzing', 'entry', 'requirement']",Richard Dawkins
100707,"[u'cell', 'final', 'result', 'complete', 'differentiation', 'normoblasts', 'low', 'count', u'patient', 'diamondblackfan', 'syndrome']",Erythrocyte
100712,"['partially', 'ordered', 'set', 'equal', 'mobius', 'function', 'smallest', 'largest', u'element', 'set']",Euler characteristic
2411,"['lost', u'work', 'include', 'calendar', 'sphere', 'making', 'catoptrica', 'book', u'optic']",Archimedes
100717,"['admet', 'procedure', 'one', 'variation', 'reaction', 'used', 'create', u'polymer', 'one', 'reagent', 'used', 'catalyze', 'contains', 'two', 'cyclopentadiene', u'molecule', 'bound', 'fourmember', 'ring', 'known', 'tebbes', 'reagent']",Olefin metathesis
100733,"['effect', 'assumes', 'exists', 'quantum', 'field', 'state', u'mode', 'thermally', 'populated', u'mode', 'completely', 'empty']",Hawking radiation
100741,"['quantum', 'mechanical', u'system', 'defined', 'negative', 'trace', 'density', 'matrix', 'multiplied', 'log', 'density', 'matrix']",Entropy
104172,"['kevin', 'iga', 'devised', 'dynamical', u'system', 'proof', 'theorem', 'derivable', 'multinomial', 'theorem']",Fermat's little theorem
100749,"[u'molecule', u'antimetabolite', 'include', '3acetylpyridine', 'inhibits', 'acetylcholine', 'synthesis']",Niacin
100753,"[u'characteristic', 'selmer', 'variety', 'used', 'make', u'prediction', 'tateshafarevich', 'variety', 'type', 'object']",Group (mathematics)
100757,"['couette', 'shear', u'cell', 'used', 'study', 'cube', 'sponge', 'laminar', u'transition', u'solution', 'type', 'substance']",Surfactant
100763,"['hazoni', 'pioneered', 'use', 'phenomenon', 'study', 'hydroquinone', 'clathratecaged', 'noble', u'gas', 'rhodium', 'often', 'used', 'study']",Mossbauer effect
100775,"['spectrum', u'show', 'distortion', 'characterized', 'lineofsight', 'compton', 'y', 'parameter']",Cosmic microwave background
100780,"['arbitrary', 'nonideal', 'system', 'namesake', 'equation', 'relates', 'gibbs', 'free', 'energy', 'reaction', 'activity', 'quotient']",Gilbert N. Lewis
100787,"['overriding', 'tetralogy', 'fallot']",Aorta
100792,"['strattonchu', 'model', 'phenomenon', u'attempt', 'improve', 'earlier', 'scalar', u'model', 'rayleighsommerfeld', 'theory']",Diffraction
100796,"['topological', 'space', 'said', 'completely', 'regular', 'subspace', 'type', 'point', 'subspace', 'separated', 'function']",Closed set
100816,"['one', 'model', 'contains', 'important', 'parameter', 'denoted', 'tanbeta', 'ratio', 'v', 'sub', 'u', 'v', 'sub', 'd', 'theory', 'may', 'broken', 'gravity', 'mediation', 'gauge', 'mediation']",Supersymmetry
104185,"['one', 'member', 'phylum', u'posse', 'cuvierian', u'tubule', 'used', u'human', u'bandage']",Echinoderm
100836,"['reaction', 'first', 'step', 'wagnerjauregg', 'reaction', 'occurs', 'diarylethylene', 'maleic', 'anhydride']",Diels-Alder reaction
100841,"['molecule', u'function', 'inhibitor', 'pyruvate', 'kinase', 'glycolsis', 'usually', 'found', 'minusfour', 'anion', 'neutral', 'solution']",Adenosine triphosphate
100861,"['deeply', 'virtual', 'version', 'effect', u'ha', 'measured', 'hermes', 'due', 'interference', 'betheheitler', 'effect']",Compton scattering
100872,"[u'researcher', 'alnylam', 'recently', 'used', 'lower', 'cholesterol', u'mouse', 'decreasing', u'level', 'apolipoprotein', 'b']",RNA interference
100876,"['kullbackleibler', 'divergence', 'used', 'rewrite', 'expression', 'due', 'man', 'proven', u'jensen', 'inequality', 'extended', 'fanos', 'inequality']",Josiah Willard Gibbs
100885,"['three', 'dutch', u'mathematician', 'published', 'constructive', 'proof', 'theorem', 'used', 'coq', 'formalization', 'rational', u'number', 'believing', 'irrelevant']",Fundamental theorem of algebra
100891,"['reaction', 'related', 'occurs', 'copper', 'iodide', 'catalyst', u'us', 'carbon', 'monoxide', 'produce', 'benzaldehyde', 'another', 'couple', 'two', 'arenes']",Friedel-Crafts reaction
100900,"['sacculation', u'produce', 'haustra', 'taenia', 'coli', 'haustral', u'contraction', 'move', 'chyme', 'every', 'half', 'hour', 'across', 'semilunar', u'fold']",Colon (anatomy)
100904,"['davidson', u'note', '10', 'dip', 'luminosity', 'near', '27', 'electron', u'volt', 'also', u'point', 'gap', '10', 'electron', u'volt', '1000', 'electron', u'volt', 'cannot', 'filled', 'smooth', 'curve', 'amount', 'work', 'done', 'expanding', u'component', 'equal', 'luminosity']",Crab Nebula
